序号,日期,航煤90%回收温度,FI10201,TI10503,TE10310,TI10403,TI10406A,TI10408A,TI10409A,TI10411A,TI10412A,TI10413A,TI10414A,TI10425,PDI10404,TI10405,TI10417A,TI10419A,TI10421A,PDI10405,PI10602,FI10601,FI10706,FI10801,FI11006,FI20102,FI20105,FI20104,PI20301,FI20302,FI20301,TE20315,FI20501,TE20304,FI20402,FI20304,TE20302,FI20605,TE20305,TE20303,TE20402,PI20701,FI20701,TI20801,FI20901
1489,2019/9/2 20:00,212,259.8859863,371.6500244,457.032135,349.2000122,353.2703247,373.4700012,365.5393066,385.9499817,385.2396545,394.6703491,400,401.6399841,253.2449036,392.3699951,393.6803284,393.1072998,395.8016663,201.5283813,2.712413549,177.7388611,27.04327202,93.68989563,65959.83594,27.91840172,214.4392395,27.59068298,0.041206397,99.13615417,2.537436008,316.3357239,159.181839,180.3320465,7.911331654,33.51844025,197.5000153,46.96660233,225.9358978,198,200.5678864,0.98954004,22.70399666,65.23519897,51.43740082
1490,2019/9/3 8:00,209,260.0616455,372.9311829,459.162323,349.0200195,353.3400269,374.8761292,366.6974182,388.2974243,387.4499817,397.3800049,400,403.946167,244.441452,390.3151245,393.83255,392.3251343,397.0125732,201.9534149,2.715273619,179.5878143,27.08856201,93.72116852,67656.40625,28.13903236,215.5501099,26.88638115,0.040428109,99.27257538,2.511130571,318.9376831,170.7687378,180.9377594,8.335999489,34.99600601,197.7622375,46.94443893,224.5867157,196,198.8999939,0.995063782,22.84936714,66.05056,54.02287292
1491,2019/9/3 20:00,210.5,259.2367249,371.8136597,465.2000122,349.1795654,353.0863647,373.7099915,365.4736328,386.7232056,385.8532104,395.5336609,400,402.7200012,249.7852783,388.3295593,392.1872559,391.547699,396.5740967,204.7341156,2.715263605,178.0286865,26.8368721,91.24758148,67847.98438,27.49695015,218.4579163,27.35565948,0.040935501,98.72471619,2.387286663,317.2999878,169.83461,180.5451355,0,35.05784225,199.6000061,52.12966537,225.7128448,193.1000061,199.1000061,0.992028236,25.19869041,66.08695221,55.94483566
1492,2019/9/4 8:00,214,260.8565979,372.3999939,464.7000122,348.9673157,353.1599731,375.1427002,366.7799988,389.0586548,387.9599915,397.8900146,400,405.3599854,240.9040527,390.2326965,391.4172974,390.9973145,397.0727234,201.367569,2.715675592,183.0469513,27.0693531,94.20836639,71189.83594,26.75464821,216.8766327,28.20726013,0.041909542,100.3919907,2.415380001,317.7999878,169.8644562,180.0620117,0,32.62387085,200.7380066,54.87509537,223.4759827,190,199.5,0.991797507,25.34736443,66.85720062,53.97937775
1493,2019/9/4 20:00,216,265.7040405,371.8999939,467.4996948,346.9499817,350.6397705,370.6202087,362.9397888,384.9603271,384.0899963,393.8103027,400,402.9899902,249.1517639,389.5197144,389.0111694,388.739563,397.679718,202.424469,2.720800638,178.5979004,27.17759132,95.70511627,74363.46875,27.65390968,222.3935394,27.82800293,0.04112,102.6183472,2.401780367,315.9997253,171.2619781,179.5001984,0,35.99695206,202.8999939,59.80043793,220.7995911,189.1000061,199.1000061,0.98750025,25.0201683,67.56516266,55.66257858
1494,2019/9/5 8:00,216,265.1699219,372.2748108,466.3999939,347.038208,350.9995422,372.6295471,364.4993286,387.000885,385.2006836,394.6508789,400,403.0800171,243.4274292,389.368866,388.6509094,388.3515625,397.4995422,201.0477753,2.716797113,182.9194641,27.03346062,96.03201294,71104.33594,27.40052414,223.5012512,27.66440201,0.04078,103.3529282,2.411767483,315.8000183,176.910553,180.9994049,0,36.9353981,205.0999908,61.01026535,223.6982269,189.1006012,199.6999969,0.991128743,25.19621086,67.61553955,56.12910843
1495,2019/9/5 20:00,221,270.0381775,373.2528076,467.5942688,346.8549194,350.8517151,372.4533997,364.1066284,386.4384766,385.6166077,395.3400269,400,404.0649109,247.2102814,390.3215332,387.8184814,387.3583069,397.436615,206.9094696,2.711977243,178.3554688,27.08864975,96.40454865,76459.15625,28.94642448,225.3047485,27.09859276,0.043462355,101.6359329,2.401080608,319.7999878,180.1977386,181.1999969,0,34.94214249,205.8000031,62.46580505,222.611618,187.9941864,198.6999969,0.993771791,24.82720184,67.33000183,54.81581116
1496,2019/9/6 8:00,219,270.0753174,373.8690186,465.1921082,346.2827759,350.7875671,372.6624146,364.2600098,387.0552063,385.1099854,395.2224121,400,402.9971924,245.7091827,389.5068054,387.8736267,386.469574,397.7304077,208.5579987,2.717872143,186.7824249,29.10162926,97.68771362,73645,28.12963486,229.7166138,28.301157,0.045575347,102.030304,2.378360271,320.1999817,180.8527069,179.79216,0,34.91368484,203.8921509,60.9855957,220.9000092,188,197.5920868,0.994480371,24.67231369,67.23970032,53.78139114
1497,2019/9/6 20:00,222,269.8367004,374.9780273,466.7059631,347.4900208,351.4763489,374.5800171,365.0982056,388.3800049,385.6799927,395.4845581,400,403.5899963,240.2899475,390.4127197,387.7944946,386.8554382,397.7436218,206.5370789,2.716836214,185.9108124,29.01148796,95.71546936,74107.41406,28.33638,225.9978485,28.11678886,0.040996514,103.8561325,2.395205975,318.6000061,180.9395599,183.3999939,0,34.12273026,206.0999908,66.00588226,224.1882324,190.1999969,200.6999969,0.964889765,24.31999969,68.89263916,53.88069534
1498,2019/9/7 8:00,225,268.5241089,374.6750183,464.6000061,347.4299927,351.7012634,373.582489,365.0737305,389.0700073,386.3475037,396.2550049,400,404.6999817,240.6686707,390.2737427,388.8487549,389.0100098,398.1975098,206.7250061,2.72420001,182.3333435,29.9009819,98.78044128,76282.49219,29.12345695,226.295517,27.93351173,0.044352453,105.9980545,2.400597334,318.6999817,180.4497986,182.8999939,0,30.9292469,204.5999908,66.99974823,227.6246796,190.2376709,200.6624146,0.990547061,24.58192062,68.47370148,51.18964386
1499,2019/9/7 20:00,223,270.7559204,375.2771606,461.0999756,347.2174072,351.1500244,372.5917053,364.2817383,387.3625793,385.0117493,394.9091492,400,403.4917297,246.2995758,389.8665466,388.1586304,388.6856689,398.296051,205.9387817,2.719220638,178.0234222,31.98645782,100.1128922,76809.625,28.35859871,228.3230743,28.17348099,0.045352679,106.78405,2.392682314,318.4725647,181.6309052,181.3999939,0,32.03839874,204.0727386,67.99045563,220.0999908,189.1000061,198.8362885,0.98982954,23.94255257,67.95817566,52.73071289
1500,2019/9/8 8:00,220.5,269.8215637,375.1749878,466,347.2629395,351.9205933,373.5,365.2311707,388.8300171,385.289978,394.8864746,400,403.2917786,236.8274231,390.072937,388.981781,389.1223755,398.1582336,201.7044067,2.718039274,180.2556915,32.00205231,100.3104172,76258.25,29.15759468,224.7138824,28.67751122,0.046166196,106.8983841,2.402188063,317.2687073,180.9721375,181,0,31.59261894,204.0999908,67.98627472,220.8687897,188.9000092,198.7687073,0.992281079,24.13375664,66.00624084,52.9987793
1501,2019/9/8 20:00,221,269.4117432,375.1374512,460.550354,347.2050476,351.3600159,372.1650391,364.1999817,387.2024536,384.8102417,394.3875427,400,403.4025574,246.3755798,390.3526917,387.64505,388.0123596,398.2275391,206.0627441,2.716551542,178.6795807,32.11829758,95.78965759,72390.15625,28.77977753,226.9094696,26.8271122,0.042649608,105.1878357,2.414067984,318.025177,180.6436462,182.9747467,0,31.60152054,205.9000092,66.95009613,222.1252441,190.6000061,200.5748291,0.976373732,24.95841599,62.88237381,52.34782028
1502,2019/9/9 8:00,224,269.8731384,375.4762268,465.7000122,348.5670471,353.4599915,373.6184998,365.6055603,388.2599792,385.7055359,394.969574,400,402.8085022,254.9487457,392.1225586,392.5847168,390.9344482,400.1684875,205.8911133,2.713609934,185.8010254,32.18531418,94.18708038,73439.64844,27.09245491,225.6201782,27.5259037,0.042438962,105.0272064,2.410933971,318.1000061,181.6363831,180.8999939,0,31.55111122,205.7102203,67.07759094,221.6744385,188,198.3000031,0.985862255,23.59022141,60.26499939,53.84982681
1503,2019/9/9 20:00,223,270.1223145,376.5790405,465.1161194,348.8254089,353.3148499,374.8548584,366.1151428,389.6602783,385.79599,394.9605408,400,403.3297119,248.3701172,392.3457031,391.8162537,391.2600098,400.3191833,206.7668915,2.717000008,183.2074738,31.92665672,93.16718292,72710.88281,27.415802,226.719574,26.35731697,0.040492773,104.2610168,2.397993326,318.8838806,179.8808899,180.4160309,0,30.05974007,205.8000031,67.17858887,220.2481232,188.4160309,198.5,0.977975249,24.16513443,62.99759293,48.54617691
1504,2019/9/10 8:00,222,269.7679138,376.1000061,466.9999695,348.9599915,353.1704407,375.0509338,366.3718262,389.5395508,386.8786316,396.4109192,400,404.4899902,250.5497131,391.8613892,391.9618225,391.0799866,400.279541,202.8662872,2.717921257,184.6014404,32.02931213,96.72100067,75486.41406,28.27566338,229.8179016,27.67651939,0.043742325,104.7141495,2.388023615,316.7999878,180.348938,179.1000061,0,32.46844101,204.9653015,67.02141571,222.1346893,187.5,198.0999908,0.982331634,24.40642166,64.78020477,52.9914856
1505,2019/9/10 20:00,216,265.1972656,372.6965942,466.14328,347.0999756,350.5200195,372.5440674,364.5,387,385.4529419,395.2799988,400,404.5800171,236.17099,388.4659119,387.1862793,386.9148254,395.7081604,199.5203857,2.717308521,179.900177,32.03641129,94.3897171,73050,28.31798935,225.4910126,26.28352356,0.044100001,107.4366531,2.396203756,314.7000122,180.1497345,179.2566376,3.815500736,27.84897614,204.0566254,65.96035767,215.5734558,191,198.3999939,0.980016589,25.02399826,62.19000244,49.77996063
1506,2019/9/11 8:00,217,192.0735626,360.7999878,452.4214172,355.2664185,360.3964233,389.8951721,367.6243896,388.0820007,385.9907837,396.8443909,400,402.3299866,197.457016,386.0443726,379.4207764,380.7707825,385.5,166.0895996,2.703629255,132.2966309,26.04842186,80.91748047,54528.33984,21.87336731,154.168045,20.5911541,0.036125898,81.71133423,2.412534952,313.8000183,142.2419434,173.0214996,0,17.040308,196.5429993,41.53903961,211.4430084,189.5,196.7214203,0.969401896,19.95492363,52.50177383,33.62555695
1507,2019/9/11 20:00,218,249.6422272,365.9499817,460.2000122,346.8608704,350.3100281,372,364.1699829,386.5499878,384.6600037,397.0491638,400,405.6000061,226.4221191,388.6213074,385.0791321,384.4795837,389.8500061,193.6742859,2.718976974,166.2306824,23.86271477,94.75702667,68737.90625,25.89756012,209.1850433,26.60284996,0.044521339,99.34838867,2.410491943,310.6000061,167.6779175,172.5032043,0,31.58425522,200.5016022,51.7948761,208.4000092,188.6016083,194.8999939,0.984624982,22.50528145,58.56532288,52.96502686
1508,2019/9/12 8:00,217,270.0322876,370.1086426,462.9344177,345.7200012,349.0551758,369.2999878,362.0192566,383.4403687,382.5403748,392.4848022,400,402.9796143,247.1400452,389.5384827,387.9588928,386.3803711,394.2392578,204.6669312,2.711288691,180.1264496,28.0607357,98.65505219,72574.02344,28.40462112,226.1105804,27.51247025,0.045896586,103.7012787,2.406566381,314.4827881,181.511673,172.6828613,4.651532173,33.855896,204.1828766,66.95800781,209.5856781,184.6999969,192.2000122,0.982185721,24.57520103,64.07499695,54.11968231
1509,2019/9/12 20:00,214,269.5689697,372.8786621,460.1381226,346.6958618,349.8300171,370.2600098,362.8826904,384.7941284,382.1568298,391.230011,400,400.12146,257.4458923,386.7961121,384.8478088,383.8314819,395.6585083,210.394104,2.716141462,178.6666107,30.13365936,96.43030548,70860.42969,28.42747879,230.3200989,27.3374157,0.039617214,102.3124695,2.397240639,316.1999817,178.986084,177.0619354,0,36.58755875,204.7000122,64.09809875,214.9283752,188.7619476,196.7618713,0.983624995,26.51791,59.71999741,57.55836105
1510,2019/9/13 8:00,224.5,271.7687683,373.0750122,463.2587585,348.0370483,351.6776428,372.3793945,364.6799927,385.7647095,383.7582397,392.844696,400,400.5847168,260.7132263,388.9535522,386.9894104,385.5652771,397.0006104,211.9705811,2.702670574,183.8677063,29.947649,93.77436066,71224.9375,28.40333366,227.2630005,26.00370026,0.039236564,103.5630417,2.412356615,316.4587402,180.389267,177.3999939,0,34.73023987,205.2586823,63.96553421,217.0413361,189.6000061,196.8000031,0.981749952,25.53813171,58.91379929,54.46913147
1511,2019/9/13 20:00,221,264.7991638,375.0196838,466.0212708,349.6799927,352.7827148,374.1900024,366.3172913,388.3200073,386.826355,396.269989,400,404.3399963,249.2521667,393.0126953,393.34729,390.9900208,398.8672791,197.7241669,2.716442347,173.6111298,29.99960136,96.11003113,72254.98438,28.063797,222.9034882,26.20241165,0.041064285,106.1229172,2.411266804,316.1000061,180.5143738,180.278656,0,29.02202225,204.9000092,65.89741516,220.3640442,192.4000092,199,0.979151666,24.35635948,57.71100998,50.62818146
1512,2019/9/14 8:00,224,266.4139709,374.9739685,465.7999878,348.749176,351.8983459,372.9000244,365.0108032,386.6095886,385.289978,394.5891724,400,402.7803955,251.8989716,391.5571289,392.5799866,390.8383789,399.3303833,197.2952271,2.715199947,184.7460632,30.00515366,93.24832153,73672.6875,26.73930931,221.8409729,27.09899902,0.040059358,103.5889893,2.416950464,314.1014404,182.933136,180.1999969,0,33.04634857,207.098465,67.12734222,219.7984619,190.8015289,198.5014496,0.982749999,25.32145691,57.98469543,54.99398804
1513,2019/9/14 20:00,222,266.6807251,373.9347839,466.7000122,349.1400146,352.5299988,372.8882751,365.1417542,386.8500061,385.3558655,394.6382446,400,402.4799805,248.9484253,391.5365295,392.6876221,389.3334961,397.4034729,194.7054443,2.720043659,171.686142,29.95951271,94.71475983,71466.14844,26.58560371,221.0587769,27.52985573,0.041356135,102.807373,2.409821033,311.6000061,180.6021576,180.3000031,0,32.11568069,206.4194031,67.05045319,219.3806,191.6000061,199.1000061,0.976750016,26.45940018,59.84641647,52.59152603
1514,2019/9/15 8:00,222,267.7169189,374.4441528,467.8764038,348.6184998,352.289978,373.6314697,365.6885071,388.2229614,386.1810608,395.6585083,400,403.174469,239.9382935,390.1225586,389.6093445,388.8114929,397.0729675,195.0632935,2.713063717,177.5192566,29.99825668,96.82911682,73947.45313,27.93825722,223.0639648,26.59869766,0.041825674,106.9730148,2.382481337,314.2999878,181.4925842,180.3000031,0,32.11508942,205.6381226,67.0428772,220.747467,192.1000061,199.5,0.978875041,26.63043976,55.55974579,53.87892914
1515,2019/9/15 20:00,223,266.3209534,374.8707275,463.7999878,348.5700073,352.3023987,372.7448425,365.0223999,386.7175903,385.2796936,394.6127319,400,402.3299866,246.5636444,392.9700012,393.0672607,390.7799988,397.1596985,192.179306,2.71359992,178.2626648,31.56363487,96.1078186,73596,26.89947701,225.9147949,26.91012383,0.042081699,105.441124,2.396600723,314.3999939,181.6091614,180.3000031,0,31.46376801,205.9584351,66.94876099,224.658432,191.7000122,199.3000031,0.975905895,29.05438614,60.57117462,52.01337814
1516,2019/9/16 8:00,225,267.3533936,376.0445251,465,349.6396484,353.7731018,374.6334534,366.8399963,389.0231323,387.75,397.2103271,400,404.2696533,246.9617615,394.1427612,395.4599915,393.1931152,398.7234497,195.3640747,2.713425159,185.7453918,31.89985275,93.94944,74718.19531,27.96818542,225.8440399,26.28922653,0.042891167,103.8270035,2.407314539,315.6000061,179.8534546,182.2000122,0,30.39032745,207.0779877,67.14710236,223.1220093,193.3999939,201,0.983694971,26.54528236,60.94610214,50.46710205
1517,2019/9/16 20:00,227,266.9650879,376.2749939,464.7080994,350.3676453,354.1215515,374.7600098,366.2684631,387.8131714,386.608429,395.608429,400,402.6284485,253.4606323,394.647644,396.2123718,394.0161133,398.947052,193.5308685,2.716252327,185.264267,31.97351837,92.11557007,71308.00781,26.49196625,223.3621063,26.04336929,0.044777155,105.3976517,2.404779434,316.3999939,182.8021393,182.3110809,0,29.13281059,207.3055267,67.11321259,223.0166016,193.6027679,201.5973206,0.983388841,25.7014389,67.98873901,46.36231995
1518,2019/9/17 8:00,227,268.4527893,375.7702332,466.1191101,350.5085144,355.1099854,376.2785034,367.822998,390.3785095,388.2842407,397.9257507,400,404.6399841,246.6160431,393.0012512,395.0042419,393.115509,397.9385071,196.1393738,2.71633172,180.3554077,31.93738747,96.99304962,74817.89844,27.24407578,221.9788666,27.39692688,0.045532428,107.1634369,2.3792696,315.2190857,181.763916,182.9190063,0,28.94651794,204.3000031,67.11768341,223.4619598,194.3999939,201.3809052,0.98357749,28.53381348,71.823349,48.30206299
1519,2019/9/17 20:00,222,268.7002563,374.3500061,463.2000122,348.1799927,352.2240295,371.8200073,364.0980225,385.7280273,384.4440002,393.8160095,400,401.1600037,257.2200623,389.9759827,391.7460327,390.1800232,397.3439941,200.144928,2.715839863,180.9053345,31.92902374,93.91333008,77093.98438,27.69781113,225.6088257,26.72356415,0.045135461,106.5170364,2.389110088,312.539917,180.6344452,182.8000031,0,31.17899323,206.6398468,68.92876434,220.0391083,194.2398529,201.0399323,0.972149432,28.59008217,72.89901733,46.38376236
1520,2019/9/18 8:00,223,270.1794128,374.9249878,462.3234863,347.3999939,352.447113,372.3256226,364.4400024,387.2099915,385.8256531,395.3699951,400,402.9899902,250.4872894,389.6929321,391.0712585,390.0327148,397.9581909,200.6372833,2.715629101,189.339447,31.99637985,92.88440704,73001.34375,27.30458641,227.4868469,27.83909798,0.042692319,107.022644,2.395340919,314.5617371,180.8427887,182.6616669,0,32.86827087,206.3616638,69.07233429,219.5,193.8383331,200.9000092,0.980422974,28.29248047,74.15724945,49.65603256
1521,2019/9/18 20:00,220,270.5319214,374,463.3999939,347.9239502,353.1784668,372.803009,364.9845276,386.8200073,385.5,394.8600159,400,401.946991,244.0912781,391.1630249,391.0939636,390.8236084,396.0069885,199.2366333,2.708939552,187.9952698,31.82551193,93.24847412,71016.14844,27.94644547,226.9757843,27.26425362,0.041799158,104.7954025,2.392932177,319.1000061,180.7023468,182.761795,1.287611246,30.07464027,203.6235809,62.94166183,225.3439331,193.6000061,201.0999908,0.980231702,29.08374214,70.19703674,48.27215576
1522,2019/9/19 8:00,220,270.4734802,374.375,469.6000061,348.6900024,354.1719055,375.2618713,367.019989,389.9044189,387.2806396,397.0362854,400,403.6499939,241.3901978,391.3256226,392.1218872,391.600647,396.578125,203.6983643,2.714220762,192.9966888,31.97249603,93.2219696,71009.55469,27.5268383,227.1477051,27.50452614,0.043687761,104.1269989,2.406405926,318.6999817,180.069046,182.6730652,3.481570721,30.0854969,204.9000092,63.94503403,226.4538879,192.2000122,200.6000061,0.983966291,29.53628731,70.54095459,47.87245941
1523,2019/9/19 20:00,224,259.9347839,373.0750122,463.5144043,348.201416,353.5500183,374.1900024,365.9742126,389.1213989,386.9571838,397.2428894,400,404.3486023,235.1217499,389.9786072,390.8056335,390.4627991,396.2314148,198.0859985,2.71425724,183.1061707,32.34300232,91.69824219,73764.10938,26.44890213,219.4063416,27.53600121,0.04168253,102.9364853,2.411072493,317.7999878,171.442215,181.2144775,0,30.56615257,203.5999908,61.76797867,227.1420898,193.6999969,201.485611,0.985143125,29.65173149,70.1736145,49.89570999
1524,2019/9/20 8:00,221,259.926239,372.6053162,461.4595337,347.0700073,352.7942505,373.7342529,365.4599915,388.7457581,386.7599792,396.8999939,400,404.7600098,238.0677338,390.2348633,389.920929,390.4199829,396.1488037,199.5629272,2.718650341,179.6606598,32.03102493,92.01143646,71216.42188,25.98493576,220.436676,27.02444077,0.042800002,103.138649,2.415296555,316.3000183,170.97435,181.2594452,0,30.54676056,205.1189117,62.99122238,224.6810913,194,201.0595245,0.985827744,28.66064453,71.10108185,49.35839462
1525,2019/9/20 20:00,222,269.5735168,375.6740723,466.7000122,348.4499817,353.9100037,374.1300049,366.0299988,389.1943359,386.7256775,395.9100037,400,403.1399841,246.0988007,391.8900146,392.8178101,391.0554504,398.60672,200.2385406,2.715992928,185.3982391,31.99985886,95.17668915,71625.6875,28.29569244,231.5085449,27.51971054,0.043159232,108.0163345,2.408212185,319.8999939,182.4905396,181.396225,0,30.31395149,202.2037811,63.14926529,225.396225,192.2000122,200.2000122,0.979745328,31.09509659,73.39424896,47.76673508
1526,2019/9/21 8:00,222,269.9599609,374.5489197,467.598053,347.8213501,353.7597351,373.6192017,365.638916,388.3794556,387.089447,396.8700256,400,404.25,247.7410889,392.5192261,392.1324158,391.4394531,397.8573303,202.7522278,2.709633827,188.8596954,32.00033569,91.38813019,75285.20313,25.97198868,227.1923065,26.79060936,0.042821579,104.287323,2.367107153,318.3000183,184.2459564,181.3989563,0,30.46013069,204.3000031,63.05348969,226.1041718,192.1000061,200,0.981744707,31.27654266,75.25031281,45.59174728
1527,2019/9/21 20:00,220,269.2134094,375.25,463.3564148,348.5400085,353.743103,373.4569092,365.25,387.843811,386.5499878,396.3938293,400,404.0661926,257.2218323,393.8306885,394.1792908,392.2478943,398.3154907,204.6605835,2.716977358,186.8694763,31.90657043,92.19380188,74117.67188,26.88071632,227.7315216,26.7407856,0.041693941,105.9066086,2.402702093,318.2435913,180.2541046,181.5,0,30.91539383,204.0435028,62.9849968,225.8305359,192.5,200.6999969,0.975124955,30.86540413,77.78130341,44.64657211
1528,2019/9/22 8:00,221,270.3670959,375.2392883,463.8429565,348.8957214,354.3600159,374.1300049,366.1499939,388.5599976,387.1286011,397.1699829,400,403.9500122,255.6282501,392.93573,394.9200134,393.7713928,398.2157288,205.7427521,2.719285011,191.8556671,32.13973236,93.31308746,74174.60938,26.53032875,228.7086639,26.95559883,0.040071741,105.2207642,2.388727903,317.3999939,181.9321594,181.3999939,0,30.51471329,204,62.9969635,226.9430389,193.1999969,200.5000153,0.989161372,28.65301514,75.5956955,47.27101135
1529,2019/9/22 20:00,219,270.201355,374.1750183,463.1122437,348.4199829,353.5254517,372.3936157,364.4118042,387.4163513,386.0327454,396.0636292,400,404.8445435,255.303833,393.7445679,394.5755005,393.0209351,396.9408875,203.2901154,2.721024036,182.5184174,32.07367706,94.65544128,74941.22656,27.20489502,229.4121094,27.33892822,0.040021256,106.6521149,2.407737017,315.9061279,182.4287109,181.3999939,0,32.3690834,204.4000092,62.76865387,232.1875916,193.6999969,201.2000122,0.976640522,28.65875816,75.8081665,47.61535263
1530,2019/9/23 8:00,221,269.1394348,373.4500122,466.2159119,346.8552551,353.6194763,374.6700134,364.3847656,389.0700073,385.8395081,397.1604919,400,405.9000244,241.473877,392.2200012,393.5905151,392.3227234,396.3522034,209.6276855,2.712642908,187.6692352,31.98525238,93.75959015,75345.42188,28.40892982,230.497879,26.58373642,0.038216788,101.9150467,2.405366898,316.7999878,182.5770111,181.3000031,0,29.90922546,205.984024,62.93914032,230.9319458,192.4000092,200.5159149,0.981374979,28.78194237,74.16281128,46.12432861
1531,2019/9/23 20:00,221,269.9407349,373.4250183,462.8999939,346.9058228,352.6500244,372.3000183,363.9441528,387.6299744,384.6600037,394.8600159,400,404.3399963,248.9421082,392.8816833,393.0475159,391.9729004,396.1553955,202.613205,2.713105679,181.9439545,31.97020721,96.89945221,74027.25781,28.80546761,228.8884125,27.30981827,0.041939303,107.0550919,2.413391829,317.6000061,183.5426178,181.2761383,0,29.54842758,201.6761322,63.01464462,230,192.7000122,200.6000061,0.979845166,27.89703178,77.01857758,46.13591766
